Content,Spam_Ham,URL_Source
Love your songs<br />Supper cool<br />﻿,ham,other
I like the music...but is anyone listening to the lyrics?﻿,ham,other
Maybe no one will probably read this. But just in case you do Can You Put A &quot;Thumbs Up &quot;So Others Can See. I Just started rapping seriously (Type in Lunden- 1990 Video) just a simple button? can help my dreams come true. people will ignore this but if you don&#39;t can you listen and subscribe Thank you all God Bless.,spam,other
:D﻿,ham,other
Check out my channel for some lyricism.....,spam,other
Me and my big sister like you﻿,ham,other
Not bad﻿,ham,other
I love eminem  &lt;3﻿,ham,other
She looks like Megan Fox 😂 xD!!﻿,ham,other
Hey Go To My Channel Check Out My Dongs Thanks YouTuber&#39;s,spam,other
is that megan fox?﻿,ham,other
You can not hate eminem and nirvana...trust me﻿,ham,other
Like eminen﻿,ham,other
check out my playlist,spam,other
Media is Evil! Please see and share: W W W. THE FARRELL REPORT. NET  Top Ex UK Police Intelligence Analyst turned Whistleblower Tony Farrell exposes a horrific monstrous cover-up perpetrated by criminals operating crimes from inside Mainstream Entertainment and Media Law firms. Beware protect your children!! These devils brutally target innocent people. These are the real criminals linked to London&#39;s 7/7 attacks 2005.  MUST SEE AND MAKE VIRAL!!! Also see UK Column video on 31st January 2013.,spam,other
subscribe to my channel who can,spam,other
Simply rap god﻿,ham,other
is that megan fox x:D?﻿,ham,other
I love this song﻿,ham,other
check out my new EM cover video trailer,spam,other
Really good song .<br />you know love song song.﻿,ham,other
Eminem is the greatest artist to ever touch the mic.﻿,ham,other
i love Rihanna 😍😍😍😍[♧from Thailand♧]﻿,ham,other
some classsic :))))﻿,ham,other
sorry for the spam yall I know it’s annoying. But if you can spare a min please check out the new track on my channel i&#39;m a upcoming uk rapper.please come check out my songs u might like em. If not no worries I’m sorry for wastin your time. Even thumbs up to get more noticed will really help. peace yall,spam,other
"This song is like an oreo, the black part is good but the white part is better﻿",ham,other
That guy charley of lost TV show﻿,ham,other
subscribe to my channel  /watch?v=NxK32i0HkDs,spam,other
HI IM 14 YEAR RAPPER SUPPORT ME GUY AND CHECK OUT MY CHANNEL AND CHECK OUT MY SONG YOU MIGHT LIKE IT ALSO FOLLOW ME IN TWITTER @McAshim for follow back.,spam,other
Hello Brazil 😻✌💓😻👏﻿,ham,other
EMINEM the best EVER.﻿,ham,other
hey guys look im aware im spamming and it pisses people off but please take a moment to check out my music.  im a young rapper and i love to do it and i just wanna share my music with more people  just click my picture and then see if you like my stuff,spam,other
DO YOU KNOW HOW SEAN KINGSTON GOT FAMOUS WHY DON&#39;T YOU LOOK IT UP KID BEFORE YOUR SO HARD ON YOURSELF!!  IF YOU HIT ME UP WITH A MESSAGE IN MY INBOX AND SUBSCRIBE I WILL CHECK OUT YOUR CHANNEL....SOUNDS FAIR TO ME.,spam,other
Best. Song. EVER 🙌﻿,ham,other
check out eminem latest track survival if u didnt,spam,other
SUBSCRIBE TO MY CHANNEL X PLEASE!. SPARE,spam,other
Check out my videos guy! :) Hope you guys had a good laugh :D,spam,other
3 yrs ago I had a health scare but thankfully I’m okay. I realized I wasn’t living life to the fullest.  Now I’m on a mission to do EVERYTHING I’ve always wanted to do. If you found out you were going to die tomorrow would you be happy with what you’ve accomplished or would you regret not doing certain things? Sorry for spamming I’m just trying to motivate people to do the things they’ve always wanted to. If you’re bored come see what I’ve done so far! Almost 1000 subscribers and I just started!,spam,other
Rihanna looks so beautiful with red hair ;)﻿,ham,other
857.482.940 views AWESOME !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,ham,other
Nice song﻿,ham,other
I love song ﻿,ham,other
I love song ﻿,ham,other
"860,000,000 lets make it first female to reach one billion!! Share it and replay it! ﻿",ham,other
shakira is best for worldcup﻿,ham,other
The best world cup song ever!!!!﻿,ham,other
I love﻿,ham,other
SEE SOME MORE SONG OPEN GOOGLE AND TYPE Shakira GuruOfMovie﻿,spam,other
Awesome ﻿,ham,other
I like shakira..﻿,ham,other
Shakira - Waka Waka <br />LOVE THIS SONG!!!!!!!!!!!!!!!﻿,ham,other
Why so many disliked??????!!!!!!😯﻿,ham,other
I don&#39;t think this song will ever get old ﻿,ham,other
Love song﻿,ham,other
wery good﻿,ham,other
"Every time I hear this song, I think about Iniesta&#39;s goal against the Netherlands...﻿",ham,other
Whose watching this in 2015. If so hi-5﻿,ham,other
I love this song so much &lt;3<br />Keep em&#39; coming!﻿,ham,other
i love this song thumsb up to you﻿,ham,other
Waka best one﻿,ham,other
5 years later i still love this song <br />~Axy665﻿,ham,other
Like﻿,ham,other
Check out this playlist on YouTube:﻿,spam,other
Her voice sounds weird and plus she&#39;s cute for a blonde﻿,ham,other
"Why there are so many dislikes. This song is so... awesome. It sounds like we MUST STOP BE RACISTS!!! If I could, I would like it 1,000,000,000 times!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿",ham,other
Nice love itttttttt wurkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk﻿,ham,other
still watching in 2015...﻿,ham,other
Shakira is my favourite singer. Wooooo﻿,ham,other
i remember this song!,ham,other
Like﻿,ham,other
Whose who are watching this in 2015.  LIKE!﻿,ham,other
"Support the fight for your 4th amendment right to privacy in your home.  Stop the NSA spying on Americans with the un Patriot Act Renewal. Rand Paul has spent 10.5 hours on the Senate floor in a Protest and Filibuster fighting for our  Constitution that this Nation is founded on. Join the fight at Rand Paul dot com. Spread The Word. We Have Someone That Cares About Our Nation.  Email your Senators, Congress men and women, tell them to support Rand. Tell the news to support Rand too Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed Saturday morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters join Rand in the fight to protect <a href=""http://it.ht"">it.ht</a> to privacy in your home and business.. Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=pRpeEdMmmQ0&amp;t=1m00s"">1:00</a> am this passed Saturday  morning fighting for our Constitution buy postponing the vote until this week. Our Constitution Matters To All Of US, Help Rand Protect It by joining the fright for it.﻿",spam,other
best song in world﻿,ham,other
BEAUTIFUL,ham,other
Good song:-)﻿,ham,other
She&#39;s such an awesome entertainer. And pretty too! &lt;3 Shakira!﻿,ham,other
Check out this video on YouTube:﻿,spam,other
Love this song﻿,ham,other
Love this song! My soccer team made a cd for our couch with this song on it!﻿,ham,other
fave song﻿,ham,other
Watching in 2015﻿,ham,other
I felt old when I realized that this song was 5 years old...﻿,ham,other
love Shakira!﻿,ham,other
One of the best song of all the time﻿,ham,other
I really am madly in love with this woman!!﻿,ham,other
i totally love this song. absolutely fantastic! i love ya shakira!﻿,ham,other
im still watching in 2015﻿,ham,other
the song is sad﻿,ham,other
goood﻿,ham,other
The best FIFA world cup song for sure.﻿,ham,other
Nice vídeo shakira good﻿,ham,other
"coby this USL and past :<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX<br />delete space after y﻿",spam,other
"see this<br /><a href=""http://adf.ly"">http://adf.ly</a> /1HmVtX﻿",spam,other
Waka waka﻿,ham,other
she is beautiful but it is not American!﻿,ham,other
Thumbs up if your watching in 2015﻿,spam,other
ILOVETHISSONG﻿,ham,other
Subscribe me please. i&#39;ll promise i&#39;ll sub back﻿,spam,other
Lamest World Cup song ever! This time FOR Africa? You mean IN Africa. It wasn&#39;t a Live Aid event or something. She made it seem like a charity case for them instead of a proud moment. Where was Ricky Martin when you needed him! SMH﻿,ham,other
My friend Sam loves this song😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊😊﻿,ham,other
Check out this video on YouTube:﻿,spam,other
I love you﻿,ham,other
"To help shakira become the first female to hit 1billiom views, I&#39;ve decided to watch this Video at least one a day. Everyday! Shakifans we r so close just hit the replay button !!!﻿",ham,other
ILove shakira ﻿,ham,other
It was  cool   the best   song ever  ﻿,ham,other
OMG LISTEN TO THIS ITS SOO GOOD!! :D﻿,ham,other
My uncle said he will stop smoking if this comment gets 500 likes! Please like this comment! Thanks.﻿,spam,other
nice song﻿,ham,other
waka waka﻿,ham,other
super music﻿,ham,other
How could 108k people dislike this song or video﻿,ham,other
Love it!!!!!!!!!!!!!!!!💜﻿,ham,other
I swear Shakira keeps getting more and more gorgeous! She definitely looks more gorgeous with her hair this way than super curly.﻿,ham,other
Youtube comments be like<br />This is so 5 years ago. ﻿,ham,other
it pisses me off a bit that blank space has more views (868 mio) than this. meh ﻿,ham,other
Your the best♣♥﻿,ham,other
I love you  ;p﻿,ham,other
I love  Shakira !!!!!! ❤🎵🎶🎼🎸﻿,ham,other
"This song is special, because is a song for Africa  and I am an African ﻿",ham,other
&lt;3 this song so much.SHAKIRA YOUR A REALLY GOOD ARTIST.﻿,ham,other
I love shakira<br />❤❤❤❤﻿,ham,other
"Definitley the song for 2010 when im not listening to gypsy SHAKIRA ROCKS<br /><span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/101721377578919894134"" oid=""101721377578919894134"">shakiraVEVO</a></span>﻿",spam,other
I remember that torunament like it was today.﻿,ham,other
Thank you. Please give your email. ﻿,spam,other
beautiful﻿,ham,other
Like﻿,ham,other
"Shakira you are so beautiful. You are lovely, lively.. We love you.﻿",ham,other
GREAT!!!﻿,ham,other
Best World Cup Song﻿,ham,other
Fuck it was the best ever 0687119038 nummber of patrik kluivert his son share !﻿,spam,other
This song is so beauty,ham,other
I heard this when I was only 6 years old and I still love it﻿,ham,other
nice song﻿,ham,other
waka waka:-):-):-)﻿,ham,other
Oh my god go to 1 billion of replay i love shakira﻿,ham,other
i love her﻿,ham,other
I love this song &amp;I love shakira&lt;333♡♡♡♡♡♡♡♡♡♡♡《33☆☆☆﻿,ham,other
Yea stil the best WK song ever<br />Thumbs up of you think the same<br />﻿,spam,other
I liked<br />﻿,ham,other
I like this song ﻿,ham,other
i like it :)﻿,ham,other
Waka waka !!!﻿,ham,other
Amazing song﻿,ham,other
Cool song ﻿,ham,other
i love u  shakira﻿,ham,other
Waka waka ﻿,ham,other
this song sucks﻿,ham,other
Lol I love this song﻿,ham,other
Shakira﻿,ham,other
Subscribe my channel  I RECORDING FIFA 15 GOALS WATCH NOW :D﻿,spam,other
Wow...5 years<br />﻿,ham,other
subscribe to me and I wil subscribe to you back﻿,spam,other
You best singer﻿,ham,other
5 years soon!﻿,ham,other
Like﻿,ham,other
Wanderfol is love or miusic﻿,ham,other
waka waka﻿,ham,other
BEST SONG EVER X3333333333﻿,ham,other
"Very pleasant to hear, haha, good.﻿",ham,other
love!!!!﻿,ham,other
wow,ham,other
Waka waka eh eh﻿,ham,other
Cutie girl and beautiful song,ham,other
Love you shkira﻿,ham,other
"I believe that soccer promotes terrorism. Bad choice, Shakira.﻿",ham,other
I loved this song when I was in my teenage years!﻿,ham,other
Lip synch is terrible﻿,ham,other
"Shakira is different :) She is so happy all the time and she is spending for Africa :)<br />She can dance , sing and she speaks 4 languages﻿",ham,other
Gusttavo Lima Você não me conhece <br />Check out﻿,spam,other
Best world cup offical song﻿,ham,other
5 years ago damn ﻿,ham,other
Very nice,ham,other
"Help shakira&#39;s waka waka be the first song by a female artist to reach 1 billion views.<br />(dark horse is ahead by roughly 100 million more views, and roar has only 50 million more views)<br /><a href=""https://www.youtube.com/watch?v=pRpeEdMmmQ0"">https://www.youtube.com/watch?v=pRpeEdMmmQ0</a>﻿",spam,other
like me﻿,ham,other
SHAKIRA SONG WAKA WAKA﻿,ham,other
So underrated better<br />Than  Katy perry :/ but in not saying Katy is bad but she has no meaning to her songs. Shakira has<br />Meaningful songs these are the songs which bring memories and vibe&#39;s. I will miss it.   <br />   ﻿,ham,other
I love this song and expect the World Cup .﻿,ham,other
Good times ...﻿,ham,other
"It makes me happy instantly, and makes me forgot everything bad happening!﻿",ham,other
Love this song so much! One of my faves! Xxx﻿,ham,other
"Hi, nice song Shakira! (Sorry for bad Brazilian)﻿",ham,other
BEST SONG! GO SHAKI :D﻿,ham,other
THIS IS SHIT AND SOOOOO AUTOTUNED﻿,ham,other
....I stil lisening this :)﻿,ham,other
sexy shakira﻿,ham,other
I love you Shakiria!!!!!!﻿,ham,other
Me and my aunt love this song!!!!!﻿,ham,other
I subscribed it<br />﻿,spam,other
Check out this playlist on YouTube<br />﻿,spam,other
Top three Shakira songs (my choice) <br /><br />1- Waka Waka (it&#39;s time for Africa)<br /><br />2- Can&#39;t remember to forget you <br /><br />3- Empire<br /><br />Like this comment if u like Shakira ﻿,spam,other
Check out this video on YouTube:﻿,spam,other
Check out this playlist on YouTube:Central ﻿,spam,other
"If you could take time &amp; spare a min to read this, then thank you. <br /><br />Im a rapper, if we&#39;re gonna be honest theres thousands maybe even millions<br /><br />of those in the world but not too many with ambition, dedication &amp; passion.<br /><br />I don&#39;t have money for huge YouTube advertisements or incredible music videos<br /><br />so all im left with is comments to expose my music.<br /><br />If you could take a moment and give me a chance ill make you a believer<br /><br />I would love? nothing more than a loyal following on YouTube. For anyone who <br /><br />Reads this could you press the &quot;THUMBS UP&quot;  others will see it.<br /><br />Doing so will help me push closer to my dream :) Thank You﻿",spam,other
please visit my channel﻿,spam,other
Pleas subscribe my channel GamezZMTA﻿,spam,other
Pleas subscribe my channel﻿,spam,other
Pleas subscribe GamezZ MTA my channel<br />﻿,spam,other
"cool song check out my animal trafficking petition.<br /><a href=""http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick"">http://www.thepetitionsite.com/387/433/550/stop-animal-trafficking/?cid=headerClick</a>﻿",spam,other
Check out this video on YouTube: ﻿,spam,other
Subscribe and Win a CAP<br />       ☆☆☆☆☆﻿,spam,other
Check out this playlist on YouTube:﻿,spam,other
Hey guys love this but check out this girl name cause she knows how to dance so search up ej ba dancing.﻿,spam,other
"if you want to win money at hopme click here <a href=""https://www.paidverts.com/ref/sihaam01"">https://www.paidverts.com/ref/sihaam01</a> it&#39;s work 100/100﻿",spam,other
i am from Brazil please subscribe my channel love you all﻿,spam,other
Could Spanish people understand this?<br /><br />Any way&#39;s I how you doing subscribe to me I brake things<br /><br />-_-﻿,spam,other
PLEASSSSSSSSSSSSSSSS SUBSCRIBEEEEEEEEEE MY CHANNNNNNELLL PLZZ﻿,spam,other
Check out this video on YouTube:﻿,spam,other
"New way to make money easily and spending 20 minutes daily --&gt; <a href=""https://www.paidverts.com/ref/Marius1533"">https://www.paidverts.com/ref/Marius1533</a>﻿",spam,other
There are beautiful songs please subscribe﻿,spam,other
Can this channel get 500+ subscribers? You can make that happen :D﻿,spam,other
"I really love watching football and also I’ve started off making income with out financial risk from acquiring bonus deals. It’s this weird technique where you wager on something with one bookmakers and bet against it on Betfair. You secure the bonus as income . A chap named Jim Vanstone is finding the wagers free on his own website Vanstone Secrets (Google it!). I’ve made about 500 quid thus far. And it is cost-free. I guess the bookies pay him to obtain new consumers, yet this actually works.",spam,other
and how many subscribers compared to her over a million,spam,other
"I absolutely adore watching football plus I’ve started earning income with out risk from claiming bonus deals. It’s a weird technique where you put money on something with one bookmakers and put money against it on Betfair. You acquire the bonus as income . A lad named Jim Vanstone is selecting the wagers free on his website Vanstone Secrets (Google it!). I have generated about 600 quid so far. And it’s free. I assume the bookmakers pay him to get new men and women, but it succeeds.",spam,other
hahahahah ♥♥♥♥ :D like vines ?  Subscribe to me for daily vines,spam,other
"Hi there, have you heard about DribbleProShot? Just do a search on Google. On their web site you can watch a smart free video featuring the best way to significantly boost your football aka soccer skills in no time... It turned Nick into a much better football or soccer player...His team mates were definitily amazed! I hope it will help you also...",spam,other
"Hey, have you tried &quot;DribblePROshot&quot; yet? Just do a search on Google. On their website you will find a useful free video demonstrating the right way to enormously improve your soccer or football skills in no time... It transformed Fausto into a substantially better football/soccer player...to the amazement of his team mates. Hopefully it works for you too.",spam,other
"Still amazing this song!! I did a French Kpop Parody. Please come on my Channel to watch it. Share, suscribe, comment Thanks",spam,other
subscribe to my feed,spam,other
:D subscribe to me for daily vines,spam,other
"Hey guys whats up? I found this app that lets you get free gift card vouchers like psn cards,X-box live cards and even amazon gift cards. For free! All you have to do is  simply just download the app from the app store. It is called juno wallet. All you have to do is just sign up for the app and then complete a few surveys or just download some other free apps and you get money like 10 cents. Also, if you type in the code IM2458444. You will also start off with $0.25 free!! ",spam,other
"You guys should check out this EXTRAORDINARY website called FIREPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at FIREPA.COM !   Visit FIREPA.COM and check it out!   Lake   . Duzafizz . Singlewave . Spourmo . Burder . Colorful . Claster . Incandescent . Ambitious . Winooze . Absorbing . Macabre . Crestboot . Boxium . Womanly . Tan . Ybuwyn . Forgetful . Pepelexa . Zealous",spam,other
Waka Waka!:D   Check out my new HALLOWEEN VIDEO!:),spam,other
we are 14 year old boys we are trying to enter in the music industry Maybe we are just a dreamers but we are not the? only one. Please give us one chance to prove ourself to you. we know these things are annoying as hell we are sorry? about that. But we do anything to get music heard. Please visit our channel subscribe if you like and thumb this comment up so everyone can see we have made a song called: I Wanna Play A Game please take a look on our channel Thankss!!!,spam,other
plz i wilsubscribe me frndzzl subscribe u back,spam,other
"You guys should check out this EXTRAORDINARY website called MONEYGQ.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at MONEYGQ.COM !   Visit MONEYGQ.COM and check it out!  Why does the fragile swim enlist the person? How does the ice audit the frequent son? The fantastic chance describes the rate.",spam,other
SUBSCRIBE ME AND I REQUITE,spam,other
"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",spam,other
I love this!!!!! This is one of my fave songs now and I just subscribed :) :) :),spam,other
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM .   You can make money online and start working from home today as I am!   I am making over $3,000+ per month at ZONEPA.COM !   Visit Zonepa.com and check it out!  Why does the statement conciliate the acidic stretch? The earth recognizes the money. When does the numberless number transport the trade?",spam,other
How To Make A Lot Of Money Fast,spam,other
visit &quot; ww estiloproduction com &quot; best website to make money,spam,other
Message :   GTA V  $20  FIFA 14 $15  PS4  $200  Galaxy S4 mini $250  Ipad 4   $200  visit the site hh.nl,spam,other
"Stop Wasting Up Your Time and  Get Paid To Mess Around On Facebook And Twitter!  GET PAID UPTO $25 to $35 AN HOUR... Only at 4NetJobs.com  Work from the Comfort of your Home... We are Currently Hiring People from all Over the World,  For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube.  You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately!  You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",spam,other
Being paid to respond to fast paid surveys from home has enabled me to give up working and make more than 4500 bucks monthly.  To read more go to this web site bit.ly\1bSefQe,spam,other
"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",spam,other
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The meat discusss the successful memory. How does the peaceful unit arbitrate the guide? The addition designs the worried loss.",spam,other
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! How does the mother approve the axiomatic insurance? The fear appoints the roll. When does the space prepare the historical shame?",spam,other
"You guys should check out this EXTRAORDINARY website called ZONEPA.COM . You can make money online and start working from home today as I am! I am making over $3,000+ per month at ZONEPA.COM ! Visit Zonepa.com and check it out! The plausible summer submits the behavior. When does the grass check the peaceful seat? The country strategizes the edge.",spam,other
Check out my channel :),spam,other
subscribe  my,spam,other
"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",spam,other
Please visit this Website: oldchat.tk,spam,other
Please visit this Website: oldchat.tk,spam,other
"Hello everyone my name&#39;s Anderson and i&#39;m a singer. not expecting to buy subscribers with words BUT to gain them with my voice. I might not be the best but my voice is different (in a good way) and i&#39;ll work harder than anyone out there to get better, &#39;cuz &quot;yeah&quot; i have a dream  a HUGE one, (who doesn&#39;t?) so please take 3 minutes of your time to check out my covers. Give me a chance you won&#39;t regret it If you feel like subscribing that&#39;d be awesome and it&#39;d mean the world to me THANK YOU SO MUCH",spam,other
Check Out Daneja Good Girl,spam,other
"Hello Guys...I Found a Way to Make Money Online You Can Get Paid To Mess Around On Facebook And Twitter! GET PAID UPTO $25 to $35 AN HOUR...Only at 4NetJobs.com Work from the Comfort of your Home... They are Currently Hiring People from all Over the World, For a Wide Range of Social Media Jobs on Sites such as Facebook,Twitter and YouTube You don&#39;t Need any Prior Skills or Experience and You can Begin Work Immediately! You Can Easily Make $4000 to $5000+ Monthly Income…Only at 4NetJobs.com",spam,other
Subscribe to my Youtube Channel!! :) Suscribite a mi canal de Youtube -WhatUKnow,spam,other
Check out my bass cover of hips don&#39;t lie by shakira!,spam,other
Subscribe to my channel :)  &lt;3,spam,other
The britishs called that soccer but you know the true word is football and the US Foot is called rugby. That works like that in EUW ( Germany/ Netherland/ France/ Portugal/ Belgium/ Spain/ ... ) Just because the Britishs don&#39;t agree to be like us because they are UNIQUE. That&#39;s the reason why they also refused to have euro (€) as money,spam,other
subscribe now!!!!!! love the song!!!!!! love football!!!,spam,other
so beutiful,ham,other
so beutiful,ham,other
She&#39;s so pretty,ham,other
I like,ham,other
She is perfect,ham,other
1 753 682 421 GANGNAM STYLE ^^,spam,other
Your a fucking bitch,ham,other
this song is racist,ham,other
Where are Shakifans?,ham,other
like!!!!!,ham,other
I want new song,ham,other
Shakira is perfect,ham,other
Shakira :-*,ham,other
I remember this :D,ham,other
Waka waka,ham,other
This makes me miss the world cup,ham,other
best song eva,ham,other
I love it,ham,other
"Believe that Jesus Christ is your savior for all your sins. If you truly believe in Jesus Christ to be your savior for all your sins then you will go to Heaven. If you believe in Jesus Christ then you are saved and you are in salvation and you have gained God’s righteousness. It matters not how much you have sinned in the past, in the present and especially in the future. Believe that Jesus Christ is your savior and you will go to Heaven forever and that is the whole truth. Spread the truth. ",spam,other
"  Perhaps you have seen the newest Miley Cyrus SECRET video ?   She&#39;s sucking an old man&#39;s cock ,  If you wish to see her , check out the celebrity website beneath :   miley-secret-video.co.uk ",spam,other
"  Haha , Miley Cyrus has done it once again  Today someone leeched a porno video with her on a celeb site   I believe the website link is : miley-celeb-news.co.uk in case you want to view it.... ",spam,other
" I really can&#39;t comprehend Miley Cyrus , she actually is a high profile and she tapes herself banging Today a video was leeched with her sucking and fucking The video has been posted at the celebrity website under :  miley-celeb-news.co.uk ",spam,other
her voice is so wow!,ham,other
Shakira :-*,ham,other
:),ham,other
wow,ham,other
I love you,ham,other
i like and love so much people all friends..... I love Shakira ^^,ham,other
:),ham,other
Shakira I love you,ham,other
beautiful,ham,other
Shakira is very beautiful,ham,other
She is good,ham,other
God she is so hot,ham,other
She is perfect! &lt;3,ham,other
Wow,ham,other
Shakira voice sound spanish but that is what make the music sound amazing ♥I LOVE IT,ham,other
CHECK OUT DANEJA GOOD GIRL,spam,other
Check out my covers please!,spam,other
"Hey Music Fans I really appreciate any of you who will take the time to read this, and check my music out! I&#39;m just a 15 year old boy DREAMING of being a successful MUSICIAN in the music world. I do lots of covers, and piano covers. But I don&#39;t have money to advertise. A simple thumbs up to my comment, a comment on my videos or a SUBSCRIPTION would be a step forward! It will only be a few seconds of your life that you won&#39;t regret!!! Thank u to all the people who just give me a chance! :) ",spam,other
"Echa un vistazo a la remezcla! / Check out the remix!  MILEY CYRUS - WRECKING BALL (THE HOUSE OF EDM REMIX)  MILEY CYRUS - WRECKING BALL (VINCENT T. REMIX)  ...click, enlace, suscríbase! / ...click, link, subscribe!",spam,other
Hey check out our new musicvideo &#39;&#39;Life&#39;s a celebration&#39;&#39; Peace !,spam,other
Hi. Check out and share our songs.,spam,other
Subscribe &amp; Like /watch?v=5tu9gN1l310,spam,other
/watch?v=Dtqcftr1Fac JUSTIEN BIEBER CAR 2013. LIKE&amp;SUBSCRIBE,spam,other
check out our bands page on youtube killtheclockhd - check out some of our original songs including &quot;your disguise&quot;,spam,other
HI! CHECK OUT OUR AWESOME COVERS! AND SAY WHAT YOU THINK!,spam,other
"I hope everyone is in good spirits I&#39;m a hard working student who&#39;s also a passionate singer I look foward to the day when I can make my own music to share But for now I&#39;ve just been doing covers. Check out my channel, I&#39;ve done Covers of Miley Cyrus, Imagine Dragons, Lana Del Rey, Drake, Macklemore, Pink and countless others.  Subscribe only if you want to. My goal isn&#39;t to become famous but to  inspire FYI this isn&#39;t spamming, everyone has a right to freedom of speech. Thanks ",spam,other
please visit our web: wellcomemd.blogfa.com,spam,other
PLEASE CHECK OUT MY VIDEO CALLED &quot;WE LOVE MIND MASTER IT&quot; THANKS,spam,other
She is perfect,ham,other
ｈｔｔｐ://ｗｗｗ.ｅｂａｙ.ｃｏｍ/ｕｓｒ/ｓｈｏｅｃｏｌｌｅｃｔｏｒ314,spam,other
Beautiful song beautiful girl it works,ham,other
Shakira :-*,ham,other
OMG LOVE THIS!,ham,other
Ouf Ouf OUFFFFFFFFFFFFFFFFFF!!!!!!!! :),ham,other
awesome,ham,other
cool,ham,other
This Song will never get old,ham,other
I always have goose bumps at that part,ham,other
Love it,ham,other
I love this song,ham,other
"I want to see Shakira, not football :)",ham,other
good!!,ham,other
Recommend:  Apple iPad 4th Gen 32GB Unlocked Wi-Fi+4G 9.7in White Price:$390  Apple iPhone 5 (Latest Model) - 32GB - Black Price:$385  Samsung Galaxy S4 S IV 4 with 16GB New White Price:$360  Sony 60-inch 3D LED HDTV Price:$510  All-in-One PCs: Apple MacBook Pro: Apple MacBook Air Price:$320  Camera :Nikon D90 SLR Camera /18-55mm /55-200mm 32GB  Price:$390   Ultrabooks: SONY VAIO Pro 13 Intel Core i5 4GB 128GB Price:$515  +++++++++++++++    Purchase online Website is:  Taaee.com,spam,other
&quot;HELP THE HUMANITY WITH YOUR SIGN IN TO THIS LINK WITH YOUR WHOLEHEARTED SUPPORT IF YOU SAY &quot;NO&quot; TO DISCRIMINATION. “UNITED WE STAND “  WE WILL BRING THE CHANGE TOGETHER.  IMPOSSIBLE ITSELF SAYS I  M  POSSIBLE&quot;  YOU ARE THE WINNERS OF MY SUCCESS!CHEERS TO ALL MY LOVING BROTHERS AND SISTERS !  PLEASE SHARE THIS LINK ON FACEBOOK TO SUPPORT AGAINST DISCRIMINATION.  tinyurl(dot)com(slash)mxh2y77  FEAR NONE BUT GOD !!!,spam,other
